# Created At: Mon Aug 05 2024 18:30:13 GMT+0200 (centraleuropeisk sommartid)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?tissues=UBERON%3A0002369&genes=AIF1%2CCST3%2CHLA-DRA%2CHLA-DPA1%2CLYZ%2CHLA-DQB1%2CLST1%2CSAT1%2CHLA-DPB1%2CPSAP%2CCD74%2CTYROBP%2CHLA-DRB1%2CCPVL%2CHLA-DQA1%2CCTSS%2CMS4A6A%2CCALHM6%2CFGL2%2CCSTA%2CGPR183%2CSPI1%2CJAML%2CHLA-DMB%2CRNASE6%2CC1QB%2CNPC2%2CC1QA%2CCD163%2CC1QC%2CMS4A7%2CCTSB%2CGRN%2CC5AR1%2CVSIG4%2CCD14%2CMS4A4A%2CFCER1G%2CPLAUR%2CMAFB%2CLAPTM5%2CLIPA%2CFCGR3A%2CAPOC1%2CCSF1R%2CMPO%2CRETN%2CMS4A3%2CS100A9%2CPRTN3%2CS100A8%2CAZU1%2CPLAC8%2CDEFA4%2CS100P%2CMNDA%2CNUCB2%2CCTSG%2CSRGN%2CDEFA3%2CTREM2%2CCD3E%2CCD3D%2CZFP36L2%2CBTG1%2CCXCR4%2CHLA-B%2CGZMA%2CCD2%2CPTPRC%2CCCL5%2CCST7%2CHLA-C%2CDUSP2%2CCD7%2CIL2RG%2CCYTIP%2CNKG7%2CGZMH%2CHLA-A%2CTNFAIP3%2CLCK%2CCD8A%2CIL32%2CCD3G%2CTRBC2%2CFLT1%2CLDB2%2CEMCN%2CPLVAP%2CCALCRL%2CPTPRB%2CEPAS1%2CKDR%2CST6GALNAC3%2CTGFBR2%2CHSPG2%2CRAMP2%2CEFNB2%2CPRCP%2CCDH5%2CCHRM3%2CA2M%2CEGFL7%2CKIAA1217%2CBTNL9%2CARHGAP29%2CENG%2CPTPRG%2CRASAL2%2CSEC14L1%2CCOL3A1%2CCOL1A2%2CCOL1A1%2CDCN%2CLUM%2CGPC3%2CPOSTN%2CFSTL1%2CMEST%2CSPARC%2CISLR%2COGN%2CCXCL12%2CCOL5A2%2CCOL5A1%2CPCOLCE%2CPLAC9%2CMGP%2CFBN1%2COLFML3%2CSERPINH1%2CCOL12A1%2CCRABP2%2CSULT1E1%2CPRSS35%2CNRXN1%2CNKAIN3%2CNRXN3%2CDST%2CPTPRZ1%2COLFML2A%2CSLC35F1%2CGAS7%2CPLP1%2CLRRTM4%2CQKI%2CPCDH9%2CCDH19%2CSOX5%2CNLGN4X%2CMPZ%2CIL1RAPL1%2CSORCS1%2CNLGN1%2CZNF536%2CTIMP3%2CPARD3B%2CVCAN%2CNAALADL2%2CRBFOX1%2CRGS5_ENSG00000143248%2CSTMN2%2CCACNA2D3%2CCNTN1%2CKCNQ5%2CCNTNAP2%2CDPP6%2CMAP1B%2CCADM2%2CSYT1%2CDLC1%2CCADM1%2CALCAM%2CRBMS3%2CLINGO2%2CUNC5C%2CCHGB%2CBMPR1B%2CTENM3%2CEML5%2CSEMA6D%2CPLXNA4%2CSORBS2%2CCTNNA2%2CFAM155A%2CCHGA%2CCCSER1%2CFGF14%2CAGBL4%2CROBO1%2CMEG3%2CROBO2%2CLSAMP%2CSLC24A2%2CDGKB%2CRALYL%2CMGAT4C%2CCACNB2%2CMAGI2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adrenal gland,chromaffin cell,5943,0.00%,MNDA,1.8706573247909546,0.09681676126675558,2
adrenal gland,chromaffin cell,5943,0.28%,NUCB2,2.352250089350435,0.19934298675493076,388
adrenal gland,chromaffin cell,5943,,CTSG,,,
adrenal gland,chromaffin cell,5943,0.01%,SRGN,2.4339270340768913,0.2167311816541414,19
adrenal gland,chromaffin cell,5943,,DEFA3,,,
adrenal gland,chromaffin cell,5943,,TREM2,,,
adrenal gland,chromaffin cell,5943,0.00%,CD3E,2.16957950592041,0.16045426830847637,2
adrenal gland,chromaffin cell,5943,0.00%,CD3D,2.0007712841033936,0.1245167063517461,2
adrenal gland,chromaffin cell,5943,0.66%,ZFP36L2,2.50791409228622,0.23248227754137935,918
adrenal gland,chromaffin cell,5943,0.56%,BTG1,2.4428179115246813,0.21862395948030675,785
adrenal gland,chromaffin cell,5943,0.07%,CXCR4,2.2679290771484375,0.18139189665015945,101
adrenal gland,chromaffin cell,5943,,HLA-B,,,
adrenal gland,chromaffin cell,5943,0.00%,GZMA,2.6061689853668213,0.25339974986369057,1
adrenal gland,chromaffin cell,5943,,CD2,,,
adrenal gland,chromaffin cell,5943,0.01%,PTPRC,2.3037600083784624,0.189019939272646,11
adrenal gland,chromaffin cell,5943,,CCL5,,,
adrenal gland,chromaffin cell,5943,0.00%,CST7,1.6637349128723145,0.05276507398209877,1
adrenal gland,chromaffin cell,5943,,HLA-C,,,
adrenal gland,chromaffin cell,5943,0.00%,DUSP2,2.01010799407959,0.1265043974110435,1
adrenal gland,chromaffin cell,5943,0.00%,CD7,2.5058441162109375,0.23204160058469028,3
adrenal gland,chromaffin cell,5943,,IL2RG,,,
adrenal gland,chromaffin cell,5943,0.00%,CYTIP,2.392146269480387,0.20783647972478864,3
adrenal gland,chromaffin cell,5943,0.00%,NKG7,2.687584400177002,0.27073226769060854,4
adrenal gland,chromaffin cell,5943,,GZMH,,,
adrenal gland,chromaffin cell,5943,,HLA-A,,,
adrenal gland,chromaffin cell,5943,0.02%,TNFAIP3,2.1925742856917845,0.16534962419707108,31
adrenal gland,chromaffin cell,5943,0.00%,LCK,2.0812867482503257,0.1416576337906464,3
adrenal gland,chromaffin cell,5943,0.04%,CD8A,2.3442651922052558,0.1976430829659788,55
adrenal gland,chromaffin cell,5943,0.01%,IL32,2.5279439290364585,0.23674642706826174,9
adrenal gland,chromaffin cell,5943,,CD3G,,,
adrenal gland,chromaffin cell,5943,,TRBC2,,,
adrenal gland,chromaffin cell,5943,0.04%,FLT1,2.4227080168547452,0.21434276643256803,54
adrenal gland,chromaffin cell,5943,0.22%,LDB2,2.3567834590408965,0.20030809528086696,311
adrenal gland,chromaffin cell,5943,0.07%,EMCN,2.331719407757509,0.19497221242997256,103
adrenal gland,chromaffin cell,5943,0.02%,PLVAP,2.28895869399562,0.1858688892411432,33
adrenal gland,chromaffin cell,5943,0.03%,CALCRL,2.1934721204969616,0.16554076414031943,36
adrenal gland,chromaffin cell,5943,0.13%,PTPRB,2.344132669856039,0.19761487029905797,178
adrenal gland,chromaffin cell,5943,0.57%,EPAS1,2.3757146746108564,0.20433835947735332,791
adrenal gland,chromaffin cell,5943,0.03%,KDR,2.3669271266206784,0.20246757944694058,47
adrenal gland,chromaffin cell,5943,0.30%,ST6GALNAC3,2.37114011894152,0.20336448287334832,412
adrenal gland,chromaffin cell,5943,0.04%,TGFBR2,2.1896464029947915,0.16472630760329,57
adrenal gland,chromaffin cell,5943,0.12%,HSPG2,2.3625836518644556,0.2015428976306221,163
adrenal gland,chromaffin cell,5943,0.12%,RAMP2,2.335822838579299,0.19584579132207822,173
adrenal gland,chromaffin cell,5943,0.51%,EFNB2,2.458681007030148,0.22200105196678047,709
adrenal gland,chromaffin cell,5943,0.12%,PRCP,2.355629981597724,0.2000625316072881,173
adrenal gland,chromaffin cell,5943,0.01%,CDH5,2.2393260282628678,0.17530259702711865,17
adrenal gland,chromaffin cell,5943,0.52%,CHRM3,2.514893424659761,0.23396810676753294,721
adrenal gland,chromaffin cell,5943,0.11%,A2M,2.3705217516100086,0.20323283872681908,148
adrenal gland,chromaffin cell,5943,0.02%,EGFL7,2.2809537690261315,0.18416472173109258,29
adrenal gland,chromaffin cell,5943,0.07%,KIAA1217,2.3651620965254936,0.20209182240312812,95
adrenal gland,chromaffin cell,5943,0.01%,BTNL9,2.0457232339041576,0.1340865215162699,7
adrenal gland,chromaffin cell,5943,0.16%,ARHGAP29,2.393968548691064,0.2082244245258845,228
adrenal gland,chromaffin cell,5943,0.03%,ENG,2.311928007337782,0.19075882358469826,36
adrenal gland,chromaffin cell,5943,0.46%,PTPRG,2.5154040106411637,0.23407680535545355,638
adrenal gland,chromaffin cell,5943,0.48%,RASAL2,2.368655971396731,0.20283563300253282,673
adrenal gland,chromaffin cell,5943,0.28%,SEC14L1,2.3235648243697646,0.19323618415733276,388
adrenal gland,chromaffin cell,5943,0.24%,COL3A1,2.4345040670255336,0.21685402612889326,328
adrenal gland,chromaffin cell,5943,0.19%,COL1A2,2.389876241577602,0.20735321375870153,269
adrenal gland,chromaffin cell,5943,0.23%,COL1A1,2.48797607421875,0.2282376752827832,315
adrenal gland,chromaffin cell,5943,0.08%,DCN,2.4032728407118054,0.21020521413056006,108
adrenal gland,chromaffin cell,5943,0.02%,LUM,2.3204913961476294,0.19258188239428076,29
adrenal gland,chromaffin cell,5943,0.09%,GPC3,2.3983009862535782,0.2091467566353673,131
adrenal gland,chromaffin cell,5943,0.06%,POSTN,2.4039815266927085,0.21035608620345103,87
adrenal gland,chromaffin cell,5943,0.09%,FSTL1,2.321297133264463,0.1927534156717797,121
adrenal gland,chromaffin cell,5943,,MEST,,,
adrenal gland,chromaffin cell,5943,1.19%,SPARC,2.7274772174683353,0.2792250447461589,1658
adrenal gland,chromaffin cell,5943,0.01%,ISLR,2.4110003880092075,0.21185033074149728,7
adrenal gland,chromaffin cell,5943,0.02%,OGN,2.3693417358398436,0.20298162531201167,25
adrenal gland,chromaffin cell,5943,0.01%,CXCL12,2.343509864807129,0.1974822814074077,20
adrenal gland,chromaffin cell,5943,0.05%,COL5A2,2.2677720997431505,0.18135847774930508,73
adrenal gland,chromaffin cell,5943,0.03%,COL5A1,2.234441229637633,0.17426267283769842,47
adrenal gland,chromaffin cell,5943,0.05%,PCOLCE,2.2358868742642337,0.17457043594767419,73
adrenal gland,chromaffin cell,5943,0.01%,PLAC9,2.424403508504232,0.21470371944507352,9
adrenal gland,chromaffin cell,5943,0.01%,MGP,2.4818831223707933,0.2269405474996787,13
adrenal gland,chromaffin cell,5943,0.06%,FBN1,2.3908540552312676,0.20756138038934605,88
adrenal gland,chromaffin cell,5943,0.03%,OLFML3,2.3029632568359375,0.18885031893297646,35
adrenal gland,chromaffin cell,5943,0.09%,SERPINH1,2.2936461441160185,0.1868667999312013,127
adrenal gland,chromaffin cell,5943,0.01%,COL12A1,2.45790958404541,0.22183682382071948,20
adrenal gland,chromaffin cell,5943,0.04%,CRABP2,2.2828480113636362,0.1845679867535684,55
adrenal gland,chromaffin cell,5943,0.02%,SULT1E1,2.3368944440569197,0.19607392528279788,21
adrenal gland,chromaffin cell,5943,0.01%,PRSS35,2.510416030883789,0.23301491494727264,12
adrenal gland,chromaffin cell,5943,2.10%,NRXN1,2.8141741549854253,0.29768194530433495,2916
adrenal gland,chromaffin cell,5943,0.13%,NKAIN3,2.343924628363715,0.19757058037088096,180
adrenal gland,chromaffin cell,5943,0.12%,NRXN3,2.4358645433570905,0.21714365777082234,171
adrenal gland,chromaffin cell,5943,2.99%,DST,2.934564914533766,0.3233119195657555,4161
adrenal gland,chromaffin cell,5943,0.03%,PTPRZ1,2.228149731953939,0.17292327665560095,48
adrenal gland,chromaffin cell,5943,0.02%,OLFML2A,2.3542660799893467,0.19977217075859036,33
adrenal gland,chromaffin cell,5943,0.05%,SLC35F1,2.1875,0.16426936012893625,69
adrenal gland,chromaffin cell,5943,0.07%,GAS7,2.3456342338335396,0.1979345380728937,101
adrenal gland,chromaffin cell,5943,0.02%,PLP1,2.353722356980847,0.19965641763297282,31
adrenal gland,chromaffin cell,5943,0.27%,LRRTM4,2.7994440104166665,0.2945460466059576,375
adrenal gland,chromaffin cell,5943,0.44%,QKI,2.358978370246764,0.20077536966241863,618
adrenal gland,chromaffin cell,5943,1.04%,PCDH9,2.7426164826943094,0.28244804109184385,1441
adrenal gland,chromaffin cell,5943,0.01%,CDH19,2.091275487627302,0.14378413531033443,7
adrenal gland,chromaffin cell,5943,1.00%,SOX5,2.5167182796212257,0.23435659991990307,1391
adrenal gland,chromaffin cell,5943,1.43%,NLGN4X,2.6111507022206846,0.2544603069630993,1987
adrenal gland,chromaffin cell,5943,0.02%,MPZ,2.544084167480469,0.24018252048145325,25
adrenal gland,chromaffin cell,5943,0.06%,IL1RAPL1,2.430816105433873,0.21606889643101626,84
adrenal gland,chromaffin cell,5943,0.45%,SORCS1,2.55285470971564,0.24204968015873626,633
adrenal gland,chromaffin cell,5943,0.09%,NLGN1,2.3428304372740185,0.19733763816193392,121
adrenal gland,chromaffin cell,5943,0.43%,ZNF536,2.4486083984375,0.21985669553989648,598
adrenal gland,chromaffin cell,5943,0.70%,TIMP3,2.415740462374096,0.2128594446006098,968
adrenal gland,chromaffin cell,5943,0.11%,PARD3B,2.298716098447389,0.18794614189654069,158
adrenal gland,chromaffin cell,5943,0.10%,VCAN,2.362574986049107,0.2015410527662391,133
adrenal gland,chromaffin cell,5943,0.28%,NAALADL2,2.393187224559295,0.20805808852582777,390
adrenal gland,chromaffin cell,5943,4.07%,RBFOX1,4.187821557371625,0.5901175749116803,5667
adrenal gland,chromaffin cell,5943,3.84%,RGS5_ENSG00000143248,3.6136375929781064,0.46787962007248646,5344
adrenal gland,chromaffin cell,5943,3.77%,STMN2,3.3361500875667174,0.4088053385558555,5246
adrenal gland,chromaffin cell,5943,3.66%,CACNA2D3,3.4692678159367634,0.43714475567277394,5092
adrenal gland,chromaffin cell,5943,3.58%,CNTN1,3.403810062412272,0.4232094624298611,4987
adrenal gland,chromaffin cell,5943,3.57%,KCNQ5,3.4621301161504423,0.4356252116272386,4972
adrenal gland,chromaffin cell,5943,3.59%,CNTNAP2,3.7024397066913384,0.48678469133683044,4999
adrenal gland,chromaffin cell,5943,3.54%,DPP6,3.27155270070726,0.39505320866836086,4931
adrenal gland,chromaffin cell,5943,3.49%,MAP1B,3.177584536327643,0.3750483375015213,4862
adrenal gland,chromaffin cell,5943,3.37%,CADM2,3.31988727321238,0.40534314997191717,4685
adrenal gland,chromaffin cell,5943,3.34%,SYT1,3.1273205445544554,0.36434764236298967,4646
adrenal gland,chromaffin cell,5943,3.82%,DLC1,3.601133532342986,0.4652176321139115,5318
adrenal gland,chromaffin cell,5943,3.50%,CADM1,3.1686729092903323,0.3731511422977486,4872
adrenal gland,chromaffin cell,5943,3.47%,ALCAM,3.288223686336608,0.3986022927857439,4835
adrenal gland,chromaffin cell,5943,3.66%,RBMS3,3.3313749693326793,0.40778876421167176,5095
adrenal gland,chromaffin cell,5943,3.10%,LINGO2,3.222594591457753,0.3846305227025925,4308
adrenal gland,chromaffin cell,5943,3.08%,UNC5C,3.124276063535106,0.36369950316644295,4287
adrenal gland,chromaffin cell,5943,3.12%,CHGB,3.1062155198490435,0.359854596202174,4339
adrenal gland,chromaffin cell,5943,3.03%,BMPR1B,3.066775616181527,0.3514582398733025,4217
adrenal gland,chromaffin cell,5943,3.05%,TENM3,3.0515729270784338,0.34822174122607696,4252
adrenal gland,chromaffin cell,5943,2.90%,EML5,3.0231056185072966,0.34216133934218323,4043
adrenal gland,chromaffin cell,5943,2.90%,SEMA6D,3.0778844888193757,0.35382320642762627,4036
adrenal gland,chromaffin cell,5943,2.85%,PLXNA4,2.9890008223684212,0.3349007734107972,3971
adrenal gland,chromaffin cell,5943,2.98%,SORBS2,3.1046065787689803,0.3595120689299409,4149
adrenal gland,chromaffin cell,5943,2.80%,CTNNA2,2.9346016527599486,0.32331974076229086,3895
adrenal gland,chromaffin cell,5943,2.82%,FAM155A,3.088802415497449,0.35614752251963283,3920
adrenal gland,chromaffin cell,5943,2.29%,CHGA,2.766716668299373,0.2875787266948798,3190
adrenal gland,chromaffin cell,5943,1.29%,CCSER1,2.7217189776116815,0.27799917375846184,1802
adrenal gland,chromaffin cell,5943,2.15%,FGF14,3.1320613481904602,0.36535691147654203,2998
adrenal gland,chromaffin cell,5943,1.58%,AGBL4,2.7053048823696146,0.274504779004604,2205
adrenal gland,chromaffin cell,5943,2.47%,ROBO1,3.303669666278053,0.40189058559016544,3431
adrenal gland,chromaffin cell,5943,2.94%,MEG3,2.9841724253913893,0.3338728565614516,4088
adrenal gland,chromaffin cell,5943,1.20%,ROBO2,2.7313054280988336,0.28004003204497707,1672
adrenal gland,chromaffin cell,5943,1.28%,LSAMP,2.8069332640158975,0.2961404329002685,1777
adrenal gland,chromaffin cell,5943,0.04%,SLC24A2,2.3520322729040077,0.19929661583795522,54
adrenal gland,chromaffin cell,5943,2.72%,DGKB,3.0661118622027743,0.35131693336892317,3785
adrenal gland,chromaffin cell,5943,0.32%,RALYL,2.5337117513020835,0.23797433805384746,444
adrenal gland,chromaffin cell,5943,0.94%,MGAT4C,2.6224918394777266,0.25687472030415404,1302
adrenal gland,chromaffin cell,5943,0.38%,CACNB2,2.4047551578745274,0.21052078445232195,529
adrenal gland,chromaffin cell,5943,2.79%,MAGI2,3.020713576505017,0.3416520978091896,3887
adrenal gland,sympathetic neuron,790,,AIF1,,,
adrenal gland,sympathetic neuron,790,0.11%,CST3,2.570289467865566,0.2457613637157893,159
adrenal gland,sympathetic neuron,790,,HLA-DRA,,,
adrenal gland,sympathetic neuron,790,,HLA-DPA1,,,
adrenal gland,sympathetic neuron,790,0.00%,LYZ,2.5188326835632324,0.23480673511977376,2
adrenal gland,sympathetic neuron,790,,HLA-DQB1,,,
adrenal gland,sympathetic neuron,790,,LST1,,,
adrenal gland,sympathetic neuron,790,0.01%,SAT1,2.257162094116211,0.17909971493268875,10
adrenal gland,sympathetic neuron,790,,HLA-DPB1,,,
adrenal gland,sympathetic neuron,790,0.16%,PSAP,2.6344026548672566,0.25941041235403767,226
adrenal gland,sympathetic neuron,790,0.00%,CD74,2.69132137298584,0.2715278313805916,5
adrenal gland,sympathetic neuron,790,,TYROBP,,,
adrenal gland,sympathetic neuron,790,,HLA-DRB1,,,
adrenal gland,sympathetic neuron,790,0.00%,CPVL,2.8446788787841797,0.30417609226999043,3
adrenal gland,sympathetic neuron,790,,HLA-DQA1,,,
adrenal gland,sympathetic neuron,790,0.00%,CTSS,2.814828872680664,0.29782132807540823,3
adrenal gland,sympathetic neuron,790,0.00%,MS4A6A,2.2188820838928223,0.17095028817906469,2
adrenal gland,sympathetic neuron,790,,CALHM6,,,
adrenal gland,sympathetic neuron,790,,FGL2,,,
adrenal gland,sympathetic neuron,790,,CSTA,,,
adrenal gland,sympathetic neuron,790,,GPR183,,,
adrenal gland,sympathetic neuron,790,0.00%,SPI1,4.061744213104248,0.5632769843161567,2
adrenal gland,sympathetic neuron,790,,JAML,,,
adrenal gland,sympathetic neuron,790,,HLA-DMB,,,
adrenal gland,sympathetic neuron,790,,RNASE6,,,
adrenal gland,sympathetic neuron,790,0.00%,C1QB,2.4123826026916504,0.2121445902583213,4
adrenal gland,sympathetic neuron,790,0.01%,NPC2,2.308650425502232,0.19006105958354078,14
adrenal gland,sympathetic neuron,790,0.00%,C1QA,2.355365753173828,0.2000062800500341,1
adrenal gland,sympathetic neuron,790,,CD163,,,
adrenal gland,sympathetic neuron,790,0.00%,C1QC,2.466951370239258,0.22376172859160876,3
adrenal gland,sympathetic neuron,790,0.00%,MS4A7,2.638129234313965,0.26020376340241214,1
adrenal gland,sympathetic neuron,790,0.04%,CTSB,2.434223103073408,0.21679421174705543,53
adrenal gland,sympathetic neuron,790,0.03%,GRN,2.2662762535942926,0.18104002724331852,36
adrenal gland,sympathetic neuron,790,0.00%,C5AR1,2.0116618474324546,0.12683519706368587,3
adrenal gland,sympathetic neuron,790,,VSIG4,,,
adrenal gland,sympathetic neuron,790,0.00%,CD14,2.3285045623779297,0.1942878043853503,3
adrenal gland,sympathetic neuron,790,,MS4A4A,,,
adrenal gland,sympathetic neuron,790,,FCER1G,,,
adrenal gland,sympathetic neuron,790,0.00%,PLAUR,2.63572096824646,0.25969106793013197,1
adrenal gland,sympathetic neuron,790,0.02%,MAFB,2.4344991048177085,0.21685296972506862,27
adrenal gland,sympathetic neuron,790,0.00%,LAPTM5,2.6450657844543457,0.2616804847241148,2
adrenal gland,sympathetic neuron,790,0.04%,LIPA,2.4791433715820315,0.22635728228512145,50
adrenal gland,sympathetic neuron,790,0.00%,FCGR3A,2.8094403743743896,0.2966741713217201,1
adrenal gland,sympathetic neuron,790,0.06%,APOC1,2.434140833412729,0.21677669736892866,82
adrenal gland,sympathetic neuron,790,0.00%,CSF1R,2.4301109313964844,0.215918772015356,3
adrenal gland,sympathetic neuron,790,0.00%,MPO,1.7913429737091064,0.07993153864323022,1
adrenal gland,sympathetic neuron,790,,RETN,,,
adrenal gland,sympathetic neuron,790,,MS4A3,,,
adrenal gland,sympathetic neuron,790,,S100A9,,,
adrenal gland,sympathetic neuron,790,0.00%,PRTN3,2.381690502166748,0.20561055268406445,1
adrenal gland,sympathetic neuron,790,,S100A8,,,
adrenal gland,sympathetic neuron,790,,AZU1,,,
adrenal gland,sympathetic neuron,790,0.00%,PLAC8,2.0767295360565186,0.1406874494370523,2
adrenal gland,sympathetic neuron,790,,DEFA4,,,
adrenal gland,sympathetic neuron,790,,S100P,,,
adrenal gland,sympathetic neuron,790,,MNDA,,,
adrenal gland,sympathetic neuron,790,0.08%,NUCB2,2.4625826235170716,0.22283166662950826,108
adrenal gland,sympathetic neuron,790,,CTSG,,,
adrenal gland,sympathetic neuron,790,,SRGN,,,
adrenal gland,sympathetic neuron,790,,DEFA3,,,
adrenal gland,sympathetic neuron,790,,TREM2,,,
adrenal gland,sympathetic neuron,790,,CD3E,,,
adrenal gland,sympathetic neuron,790,,CD3D,,,
adrenal gland,sympathetic neuron,790,0.03%,ZFP36L2,2.570169002451795,0.24573571784839943,47
adrenal gland,sympathetic neuron,790,0.07%,BTG1,2.4945206934091995,0.22963095847188597,98
adrenal gland,sympathetic neuron,790,0.01%,CXCR4,2.502042531967163,0.23123228177412627,8
adrenal gland,sympathetic neuron,790,,HLA-B,,,
adrenal gland,sympathetic neuron,790,,GZMA,,,
adrenal gland,sympathetic neuron,790,,CD2,,,
adrenal gland,sympathetic neuron,790,,PTPRC,,,
adrenal gland,sympathetic neuron,790,,CCL5,,,
adrenal gland,sympathetic neuron,790,,CST7,,,
adrenal gland,sympathetic neuron,790,,HLA-C,,,
adrenal gland,sympathetic neuron,790,0.01%,DUSP2,2.686700003487723,0.2705439885862309,7
adrenal gland,sympathetic neuron,790,,CD7,,,
adrenal gland,sympathetic neuron,790,,IL2RG,,,
adrenal gland,sympathetic neuron,790,,CYTIP,,,
adrenal gland,sympathetic neuron,790,,NKG7,,,
adrenal gland,sympathetic neuron,790,,GZMH,,,
adrenal gland,sympathetic neuron,790,,HLA-A,,,
adrenal gland,sympathetic neuron,790,0.00%,TNFAIP3,2.4459121227264404,0.21928268572938106,2
adrenal gland,sympathetic neuron,790,,LCK,,,
adrenal gland,sympathetic neuron,790,0.00%,CD8A,2.3489532470703125,0.1986411224000542,2
adrenal gland,sympathetic neuron,790,0.00%,IL32,2.4310309886932373,0.21611464290215227,2
adrenal gland,sympathetic neuron,790,,CD3G,,,
adrenal gland,sympathetic neuron,790,,TRBC2,,,
adrenal gland,sympathetic neuron,790,0.00%,FLT1,2.555748462677002,0.2426657308772205,4
adrenal gland,sympathetic neuron,790,0.06%,LDB2,2.527504057042739,0.23665278277263932,85
adrenal gland,sympathetic neuron,790,0.01%,EMCN,2.5690887769063315,0.24550574876247763,12
adrenal gland,sympathetic neuron,790,0.00%,PLVAP,1.9526560306549072,0.11427345585567071,4
adrenal gland,sympathetic neuron,790,0.00%,CALCRL,1.5350722074508667,0.025374086162702675,1
adrenal gland,sympathetic neuron,790,0.01%,PTPRB,2.5967308044433595,0.2513904566666838,10
adrenal gland,sympathetic neuron,790,0.07%,EPAS1,2.5796253951554444,0.24774888814909096,97
adrenal gland,sympathetic neuron,790,0.00%,KDR,2.6224161783854165,0.2568586128233492,3
adrenal gland,sympathetic neuron,790,0.02%,ST6GALNAC3,2.4579967151988638,0.22185537316145595,33
adrenal gland,sympathetic neuron,790,0.00%,TGFBR2,2.579923470815023,0.24781234544026193,6
adrenal gland,sympathetic neuron,790,0.01%,HSPG2,2.302906638697574,0.1888382655043377,19
adrenal gland,sympathetic neuron,790,0.01%,RAMP2,2.416642597743443,0.213051500090445,7
adrenal gland,sympathetic neuron,790,0.01%,EFNB2,2.4551611507640168,0.22125171019135445,17
adrenal gland,sympathetic neuron,790,0.02%,PRCP,2.636737691945043,0.25990751811554014,29
adrenal gland,sympathetic neuron,790,0.00%,CDH5,2.317589521408081,0.19196410263141925,2
adrenal gland,sympathetic neuron,790,0.01%,CHRM3,2.4383570353190103,0.21767428408359307,9
adrenal gland,sympathetic neuron,790,0.01%,A2M,2.3588648478190106,0.2007512018864836,15
adrenal gland,sympathetic neuron,790,0.01%,EGFL7,2.430779774983724,0.21606116204587147,12
adrenal gland,sympathetic neuron,790,0.01%,KIAA1217,2.138259007380559,0.1537864511567047,13
adrenal gland,sympathetic neuron,790,,BTNL9,,,
adrenal gland,sympathetic neuron,790,0.01%,ARHGAP29,2.3923772811889648,0.20788565977952989,10
adrenal gland,sympathetic neuron,790,0.00%,ENG,2.3304389317830405,0.19469961205440287,6
adrenal gland,sympathetic neuron,790,0.02%,PTPRG,2.4241138805042612,0.2146420605751363,33
adrenal gland,sympathetic neuron,790,0.04%,RASAL2,2.440882157306282,0.21821185699852044,49
adrenal gland,sympathetic neuron,790,0.03%,SEC14L1,2.3914729990857713,0.20769314727178542,47
adrenal gland,sympathetic neuron,790,0.03%,COL3A1,2.511488342285156,0.23324319919201345,40
adrenal gland,sympathetic neuron,790,0.02%,COL1A2,2.454385930841619,0.2210866737156936,33
adrenal gland,sympathetic neuron,790,0.03%,COL1A1,2.4871401400179476,0.2280597133517248,37
adrenal gland,sympathetic neuron,790,0.00%,DCN,2.549379348754883,0.2413098109834979,4
adrenal gland,sympathetic neuron,790,0.00%,LUM,2.3990249633789062,0.20930088403814828,6
adrenal gland,sympathetic neuron,790,0.01%,GPC3,2.505913734436035,0.23205642160022397,12
adrenal gland,sympathetic neuron,790,0.01%,POSTN,2.7585020932284268,0.28582992680004804,11
adrenal gland,sympathetic neuron,790,0.01%,FSTL1,2.3999036153157554,0.2094879401428749,18
adrenal gland,sympathetic neuron,790,,MEST,,,
adrenal gland,sympathetic neuron,790,0.12%,SPARC,2.7937575396369487,0.29333545452838244,170
adrenal gland,sympathetic neuron,790,0.00%,ISLR,3.275078058242798,0.3958037216083665,1
adrenal gland,sympathetic neuron,790,,OGN,,,
adrenal gland,sympathetic neuron,790,,CXCL12,,,
adrenal gland,sympathetic neuron,790,0.01%,COL5A2,2.5528052193777904,0.2420391441666881,14
adrenal gland,sympathetic neuron,790,0.00%,COL5A1,2.383634567260742,0.2060244244671525,5
adrenal gland,sympathetic neuron,790,0.00%,PCOLCE,2.49416446685791,0.2295551214444012,5
adrenal gland,sympathetic neuron,790,,PLAC9,,,
adrenal gland,sympathetic neuron,790,,MGP,,,
adrenal gland,sympathetic neuron,790,0.03%,FBN1,2.459893362862723,0.2222591502535689,42
adrenal gland,sympathetic neuron,790,0.00%,OLFML3,2.2112234433492026,0.16931984111861878,3
adrenal gland,sympathetic neuron,790,0.01%,SERPINH1,2.4992243448893228,0.23063231826745936,15
adrenal gland,sympathetic neuron,790,0.00%,COL12A1,2.222933292388916,0.17181274946655942,2
adrenal gland,sympathetic neuron,790,0.00%,CRABP2,2.5137157440185547,0.23371739047804752,1
adrenal gland,sympathetic neuron,790,0.00%,SULT1E1,2.3459012508392334,0.19799138329098992,4
